state,year,law,definition,status,link
Utah,1997,college,No gun carrying allowed on college campuses,Repealed,
Utah,1997,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1997,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1997,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1997,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1997,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,1998,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,1998,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,1998,college,No gun carrying allowed on college campuses,Repealed,
Utah,1998,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1998,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1998,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1998,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1998,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,1999,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,1999,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,1999,college,No gun carrying allowed on college campuses,Repealed,
Utah,1999,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1999,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1999,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1999,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1999,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2000,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2000,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2000,college,No gun carrying allowed on college campuses,Repealed,
Utah,2000,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2000,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2000,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2000,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2001,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2001,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2001,college,No gun carrying allowed on college campuses,Repealed,
Utah,2001,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2001,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2001,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2001,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2002,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2002,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2002,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2002,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2002,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2002,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2003,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2003,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2003,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2003,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2003,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2003,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2004,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2004,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2004,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2004,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2004,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2004,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2005,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2005,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2005,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2005,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2005,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2005,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2006,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2006,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2006,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2006,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2006,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2006,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2007,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2007,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2007,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2007,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2007,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2007,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2008,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2008,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2008,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2008,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2008,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,2008,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,2009,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,2009,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
Utah,2009,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,2009,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,2009,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
